task_id,mineru_task_id,filename,status,stage,created_at,completed_at,generated_at,pdf_page_count,schema_version,report_kind,report_year,submit_config,source_files,result_dir,document_full_path,markdown_path,complete_markdown_path,markdown_chars,markdown_line_count,financial_overall_status,quality_summary,financial_summary,resources_summary,raw_task,raw_json_hash,raw_json_size_bytes,imported_at,updated_at,company_id,filing_id,parse_run_id
00113ac5-d12a-402a-b709-a2db02eea12c,,茂硕电源：2025年年度报告.pdf,,,,,2026-05-09 06:09:04+00,,1,annual_report,2025,{},"{""pdf"": null, ""markdown"": {""url"": ""/api/artifact/00113ac5-d12a-402a-b709-a2db02eea12c/result.md"", ""kind"": ""markdown"", ""path"": ""/home/maoyd/pdf2md_web/results/00113ac5-d12a-402a-b709-a2db02eea12c/result.md"", ""mtime"": ""2026-05-08T21:48:54.090893+00:00"", ""exists"": true, ""size_bytes"": 705536}, ""complete_markdown"": {""url"": ""/api/artifact/00113ac5-d12a-402a-b709-a2db02eea12c/result_complete.md"", ""kind"": ""markdown"", ""path"": ""/home/maoyd/pdf2md_web/results/00113ac5-d12a-402a-b709-a2db02eea12c/result_complete.md"", ""mtime"": ""2026-05-09T06:09:03.877800+00:00"", ""exists"": true, ""size_bytes"": 742063}}",/home/maoyd/pdf2md_web_backup_20260511_000657测试样本/results/00113ac5-d12a-402a-b709-a2db02eea12c,/home/maoyd/pdf2md_web/results/00113ac5-d12a-402a-b709-a2db02eea12c/document_full.json,/home/maoyd/pdf2md_web/results/00113ac5-d12a-402a-b709-a2db02eea12c/result.md,/home/maoyd/pdf2md_web/results/00113ac5-d12a-402a-b709-a2db02eea12c/result_complete.md,417203,6124,pass,"{""warnings"": [""单行/空壳表格比例偏高，建议用中间 JSON 和页面截图复核表格漏识别。"", ""发现 30 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 417, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 1, ""empty_cell_count"": 4849, ""fact_table_count"": 396, ""missing_sections"": [], ""dimension_table_count"": 21, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 98}","{""fail"": 0, ""pass"": 58, ""total"": 62, ""skipped"": 3, ""warning"": 1}","{""images"": {""count"": 509, ""total_size_bytes"": 38237106}, ""pdf_pages"": {""total_size_bytes"": 0, ""rendered_page_count"": 0}}","{""stage"": null, ""status"": null, ""task_id"": ""00113ac5-d12a-402a-b709-a2db02eea12c"", ""filename"": ""茂硕电源：2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}",d06c6587db96192f5c081f501d55990aae350f518f122353b026663dc32bdef5,14544246,2026-05-14 15:13:23.848125+00,2026-05-16 03:50:36.522022+00,co_34ff14fd5e430be6a320a6d1,filing_89fbfc92dec9f29c2fffc540,run_7df928131a61a5d166035d08
0f6bcacd-b4c5-44dc-975c-28728e40eb8d,,卧龙电驱：卧龙电驱2025年年度报告.pdf,,,,,2026-05-09 06:09:57+00,,1,annual_report,2025,{},"{""pdf"": null, ""markdown"": {""url"": ""/api/artifact/0f6bcacd-b4c5-44dc-975c-28728e40eb8d/result.md"", ""kind"": ""markdown"", ""path"": ""/home/maoyd/pdf2md_web/results/0f6bcacd-b4c5-44dc-975c-28728e40eb8d/result.md"", ""mtime"": ""2026-05-07T11:51:25.375741+00:00"", ""exists"": true, ""size_bytes"": 605976}, ""complete_markdown"": {""url"": ""/api/artifact/0f6bcacd-b4c5-44dc-975c-28728e40eb8d/result_complete.md"", ""kind"": ""markdown"", ""path"": ""/home/maoyd/pdf2md_web/results/0f6bcacd-b4c5-44dc-975c-28728e40eb8d/result_complete.md"", ""mtime"": ""2026-05-09T06:09:57.459007+00:00"", ""exists"": true, ""size_bytes"": 639309}}",/home/maoyd/pdf2md_web_backup_20260511_000657测试样本/results/0f6bcacd-b4c5-44dc-975c-28728e40eb8d,/home/maoyd/pdf2md_web/results/0f6bcacd-b4c5-44dc-975c-28728e40eb8d/document_full.json,/home/maoyd/pdf2md_web/results/0f6bcacd-b4c5-44dc-975c-28728e40eb8d/result.md,/home/maoyd/pdf2md_web/results/0f6bcacd-b4c5-44dc-975c-28728e40eb8d/result_complete.md,364150,6678,pass,"{""warnings"": [""发现 9 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 247, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 2, ""empty_cell_count"": 678, ""fact_table_count"": 236, ""missing_sections"": [], ""dimension_table_count"": 11, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 0}","{""fail"": 0, ""pass"": 59, ""total"": 62, ""skipped"": 2, ""warning"": 1}","{""images"": {""count"": 295, ""total_size_bytes"": 37091361}, ""pdf_pages"": {""total_size_bytes"": 0, ""rendered_page_count"": 0}}","{""stage"": null, ""status"": null, ""task_id"": ""0f6bcacd-b4c5-44dc-975c-28728e40eb8d"", ""filename"": ""卧龙电驱：卧龙电驱2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}",589836c805376f026cebe20e8658193935a576c7336b9085f5bdc7200039c81a,14255264,2026-05-16 03:50:41.995948+00,2026-05-16 03:50:41.995948+00,co_3885f5fda9feb2bc5d5ca667,filing_8795dd4f5204454fd7083e73,run_b7d6515408aeb04b80a6ed82
1a8c3ca8-3b04-4556-9c7b-7fd4d9c4101f,,新华保险：新华保险2025年年度报告.pdf,,,,,2026-05-09 06:10:27+00,,1,annual_report,2025,{},"{""pdf"": null, ""markdown"": {""url"": ""/api/artifact/1a8c3ca8-3b04-4556-9c7b-7fd4d9c4101f/result.md"", ""kind"": ""markdown"", ""path"": ""/home/maoyd/pdf2md_web/results/1a8c3ca8-3b04-4556-9c7b-7fd4d9c4101f/result.md"", ""mtime"": ""2026-05-08T04:19:16.095884+00:00"", ""exists"": true, ""size_bytes"": 1145670}, ""complete_markdown"": {""url"": ""/api/artifact/1a8c3ca8-3b04-4556-9c7b-7fd4d9c4101f/result_complete.md"", ""kind"": ""markdown"", ""path"": ""/home/maoyd/pdf2md_web/results/1a8c3ca8-3b04-4556-9c7b-7fd4d9c4101f/result_complete.md"", ""mtime"": ""2026-05-09T06:10:27.300227+00:00"", ""exists"": true, ""size_bytes"": 1207861}}",/home/maoyd/pdf2md_web_backup_20260511_000657测试样本/results/1a8c3ca8-3b04-4556-9c7b-7fd4d9c4101f,/home/maoyd/pdf2md_web/results/1a8c3ca8-3b04-4556-9c7b-7fd4d9c4101f/document_full.json,/home/maoyd/pdf2md_web/results/1a8c3ca8-3b04-4556-9c7b-7fd4d9c4101f/result.md,/home/maoyd/pdf2md_web/results/1a8c3ca8-3b04-4556-9c7b-7fd4d9c4101f/result_complete.md,637045,9718,pass,"{""warnings"": [""发现 5 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 396, ""found_sections"": [""重要提示"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 95, ""empty_cell_count"": 2129, ""fact_table_count"": 391, ""missing_sections"": [""公司简介""], ""dimension_table_count"": 5, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 0}","{""fail"": 0, ""pass"": 28, ""total"": 62, ""skipped"": 33, ""warning"": 1}","{""images"": {""count"": 301, ""total_size_bytes"": 22173576}, ""pdf_pages"": {""total_size_bytes"": 0, ""rendered_page_count"": 0}}","{""stage"": null, ""status"": null, ""task_id"": ""1a8c3ca8-3b04-4556-9c7b-7fd4d9c4101f"", ""filename"": ""新华保险：新华保险2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}",c39931ae939e2be997408567208fec607c77deb70567ef267c27564f86799f60,12927951,2026-05-16 03:50:45.088193+00,2026-05-16 03:50:45.088193+00,co_6fa84e55d8f29a4c1a340c2d,filing_35df7e004765d658a27f5af3,run_50ff810584f564e7c98fa191
1bfff2c9-bbbe-47fb-a5d5-a0252392a742,,瑞丰银行：浙江绍兴瑞丰农村商业银行股份有限公司2025年年度报告.pdf,,,,,2026-05-09 06:10:32+00,,1,annual_report,2025,{},"{""pdf"": null, ""markdown"": {""url"": ""/api/artifact/1bfff2c9-bbbe-47fb-a5d5-a0252392a742/result.md"", ""kind"": ""markdown"", ""path"": ""/home/maoyd/pdf2md_web/results/1bfff2c9-bbbe-47fb-a5d5-a0252392a742/result.md"", ""mtime"": ""2026-05-07T10:59:57.716365+00:00"", ""exists"": true, ""size_bytes"": 1282975}, ""complete_markdown"": {""url"": ""/api/artifact/1bfff2c9-bbbe-47fb-a5d5-a0252392a742/result_complete.md"", ""kind"": ""markdown"", ""path"": ""/home/maoyd/pdf2md_web/results/1bfff2c9-bbbe-47fb-a5d5-a0252392a742/result_complete.md"", ""mtime"": ""2026-05-09T06:10:32.399343+00:00"", ""exists"": true, ""size_bytes"": 1327741}}",/home/maoyd/pdf2md_web_backup_20260511_000657测试样本/results/1bfff2c9-bbbe-47fb-a5d5-a0252392a742,/home/maoyd/pdf2md_web/results/1bfff2c9-bbbe-47fb-a5d5-a0252392a742/document_full.json,/home/maoyd/pdf2md_web/results/1bfff2c9-bbbe-47fb-a5d5-a0252392a742/result.md,/home/maoyd/pdf2md_web/results/1bfff2c9-bbbe-47fb-a5d5-a0252392a742/result_complete.md,720341,7353,pass,"{""warnings"": [""发现 7 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 504, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 17, ""empty_cell_count"": 2548, ""fact_table_count"": 490, ""missing_sections"": [], ""dimension_table_count"": 14, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 0}","{""fail"": 0, ""pass"": 34, ""total"": 61, ""skipped"": 26, ""warning"": 1}","{""images"": {""count"": 303, ""total_size_bytes"": 30806143}, ""pdf_pages"": {""total_size_bytes"": 1301634, ""rendered_page_count"": 4}}","{""stage"": null, ""status"": null, ""task_id"": ""1bfff2c9-bbbe-47fb-a5d5-a0252392a742"", ""filename"": ""瑞丰银行：浙江绍兴瑞丰农村商业银行股份有限公司2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}",284febda9af4d0425ea1313550ce0b1fd1ba3e3d8382005d3d1e98e9d287b005,14514425,2026-05-16 03:50:45.370229+00,2026-05-16 03:50:45.370229+00,co_70a76d7dd085f769a7f97dc9,filing_4c0f273a4c7c61597deff346,run_0df868b5693cbe258108f3ec
22ec7e69-31c4-487e-a8c9-0de4f0b43d6b,,新华保险：新华保险2025年年度报告.pdf,,,,,2026-05-09 06:10:48+00,,1,annual_report,2025,{},"{""pdf"": null, ""markdown"": {""url"": ""/api/artifact/22ec7e69-31c4-487e-a8c9-0de4f0b43d6b/result.md"", ""kind"": ""markdown"", ""path"": ""/home/maoyd/pdf2md_web/results/22ec7e69-31c4-487e-a8c9-0de4f0b43d6b/result.md"", ""mtime"": ""2026-05-09T03:39:17.287858+00:00"", ""exists"": true, ""size_bytes"": 1146353}, ""complete_markdown"": {""url"": ""/api/artifact/22ec7e69-31c4-487e-a8c9-0de4f0b43d6b/result_complete.md"", ""kind"": ""markdown"", ""path"": ""/home/maoyd/pdf2md_web/results/22ec7e69-31c4-487e-a8c9-0de4f0b43d6b/result_complete.md"", ""mtime"": ""2026-05-09T06:10:48.355937+00:00"", ""exists"": true, ""size_bytes"": 1208276}}",/home/maoyd/pdf2md_web_backup_20260511_000657测试样本/results/22ec7e69-31c4-487e-a8c9-0de4f0b43d6b,/home/maoyd/pdf2md_web/results/22ec7e69-31c4-487e-a8c9-0de4f0b43d6b/document_full.json,/home/maoyd/pdf2md_web/results/22ec7e69-31c4-487e-a8c9-0de4f0b43d6b/result.md,/home/maoyd/pdf2md_web/results/22ec7e69-31c4-487e-a8c9-0de4f0b43d6b/result_complete.md,637500,9727,pass,"{""warnings"": [""发现 5 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 396, ""found_sections"": [""重要提示"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 95, ""empty_cell_count"": 2147, ""fact_table_count"": 391, ""missing_sections"": [""公司简介""], ""dimension_table_count"": 5, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 0}","{""fail"": 0, ""pass"": 28, ""total"": 62, ""skipped"": 33, ""warning"": 1}","{""images"": {""count"": 301, ""total_size_bytes"": 22168268}, ""pdf_pages"": {""total_size_bytes"": 8645001, ""rendered_page_count"": 11}}","{""stage"": null, ""status"": null, ""task_id"": ""22ec7e69-31c4-487e-a8c9-0de4f0b43d6b"", ""filename"": ""新华保险：新华保险2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}",0a56bed8ee8c93731258825c8368b439ca6a57954f141a397291733217caced4,12935060,2026-05-16 03:50:47.273018+00,2026-05-16 03:50:47.273018+00,co_6fa84e55d8f29a4c1a340c2d,filing_35df7e004765d658a27f5af3,run_5afeb6676458a400f1a62078
571baa26-c2e7-4647-8810-ea73e715920a,,赣粤高速：赣粤高速2025年年度报告.pdf,,,,,2026-05-09 06:12:34+00,,1,annual_report,2025,{},"{""pdf"": null, ""markdown"": {""url"": ""/api/artifact/571baa26-c2e7-4647-8810-ea73e715920a/result.md"", ""kind"": ""markdown"", ""path"": ""/home/maoyd/pdf2md_web/results/571baa26-c2e7-4647-8810-ea73e715920a/result.md"", ""mtime"": ""2026-05-08T15:44:17.307875+00:00"", ""exists"": true, ""size_bytes"": 605082}, ""complete_markdown"": {""url"": ""/api/artifact/571baa26-c2e7-4647-8810-ea73e715920a/result_complete.md"", ""kind"": ""markdown"", ""path"": ""/home/maoyd/pdf2md_web/results/571baa26-c2e7-4647-8810-ea73e715920a/result_complete.md"", ""mtime"": ""2026-05-09T06:12:34.744100+00:00"", ""exists"": true, ""size_bytes"": 633323}}",/home/maoyd/pdf2md_web_backup_20260511_000657测试样本/results/571baa26-c2e7-4647-8810-ea73e715920a,/home/maoyd/pdf2md_web/results/571baa26-c2e7-4647-8810-ea73e715920a/document_full.json,/home/maoyd/pdf2md_web/results/571baa26-c2e7-4647-8810-ea73e715920a/result.md,/home/maoyd/pdf2md_web/results/571baa26-c2e7-4647-8810-ea73e715920a/result_complete.md,354773,6170,pass,"{""warnings"": [""发现 11 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 241, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 4, ""empty_cell_count"": 3304, ""fact_table_count"": 229, ""missing_sections"": [], ""dimension_table_count"": 12, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 0}","{""fail"": 0, ""pass"": 59, ""total"": 61, ""skipped"": 2, ""warning"": 0}","{""images"": {""count"": 285, ""total_size_bytes"": 34528093}, ""pdf_pages"": {""total_size_bytes"": 0, ""rendered_page_count"": 0}}","{""stage"": null, ""status"": null, ""task_id"": ""571baa26-c2e7-4647-8810-ea73e715920a"", ""filename"": ""赣粤高速：赣粤高速2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}",fc7d953c7a13d009cde0de633e9cc8c5d8103303775cec3c6ebbe98064a882ec,13098152,2026-05-16 03:50:57.215509+00,2026-05-16 03:50:57.215509+00,co_a4f6f91dfe587c859d801cd7,filing_8e840f5b3630100f2726a742,run_625c64f5abd898714ea23021
5bf87bcd-5ff1-4c82-aba4-4bbe057e6450,,东港股份：2025年年度报告.pdf,,,,,2026-05-09 06:12:36+00,,1,annual_report,2025,{},"{""pdf"": null, ""markdown"": {""url"": ""/api/artifact/5bf87bcd-5ff1-4c82-aba4-4bbe057e6450/result.md"", ""kind"": ""markdown"", ""path"": ""/home/maoyd/pdf2md_web/results/5bf87bcd-5ff1-4c82-aba4-4bbe057e6450/result.md"", ""mtime"": ""2026-05-07T09:57:59.828080+00:00"", ""exists"": true, ""size_bytes"": 410438}, ""complete_markdown"": {""url"": ""/api/artifact/5bf87bcd-5ff1-4c82-aba4-4bbe057e6450/result_complete.md"", ""kind"": ""markdown"", ""path"": ""/home/maoyd/pdf2md_web/results/5bf87bcd-5ff1-4c82-aba4-4bbe057e6450/result_complete.md"", ""mtime"": ""2026-05-09T06:12:36.286876+00:00"", ""exists"": true, ""size_bytes"": 431190}}",/home/maoyd/pdf2md_web_backup_20260511_000657测试样本/results/5bf87bcd-5ff1-4c82-aba4-4bbe057e6450,/home/maoyd/pdf2md_web/results/5bf87bcd-5ff1-4c82-aba4-4bbe057e6450/document_full.json,/home/maoyd/pdf2md_web/results/5bf87bcd-5ff1-4c82-aba4-4bbe057e6450/result.md,/home/maoyd/pdf2md_web/results/5bf87bcd-5ff1-4c82-aba4-4bbe057e6450/result_complete.md,243184,3176,pass,"{""warnings"": [""发现 16 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 194, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 1, ""empty_cell_count"": 3974, ""fact_table_count"": 184, ""missing_sections"": [], ""dimension_table_count"": 10, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 0}","{""fail"": 0, ""pass"": 53, ""total"": 61, ""skipped"": 8, ""warning"": 0}","{""images"": {""count"": 256, ""total_size_bytes"": 21338268}, ""pdf_pages"": {""total_size_bytes"": 0, ""rendered_page_count"": 0}}","{""stage"": null, ""status"": null, ""task_id"": ""5bf87bcd-5ff1-4c82-aba4-4bbe057e6450"", ""filename"": ""东港股份：2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}",04bca2a5f6c5292b9fa99d0b615940853092121adb52d484876db3db48753db0,8105349,2026-05-16 03:50:57.427278+00,2026-05-16 03:50:57.427278+00,co_8c2edb1078803bed3db84e4f,filing_4edc8b7f7e0e061e327b2a3e,run_c2562fd3e767ae22020d1245
